[266, 1873, 2917, 2351, 1927, 1373, 1428, 1060, 10201, 1192],
[188, 1218, 1800, 1575, 1008, 774, 840, 630, 4165, 778],
[297, 727, 1624, 3600, 3282, 2180, 1791, 1297, 10201, 1280],
[289, 770, 1715, 3768, 3512, 2284, 1944, 1366, 10201, 1341],
[317, 830, 1876, 4118, 4027, 2552, 2228, 1524, 10201, 1576],
[286, 787, 1762, 3804, 3655, 2348, 2118, 1424, 10201, 1446],
[309, 819, 1845, 4050, 3922, 2494, 2181, 1493, 10201, 1526],
[306, 816, 1838, 4034, 3734, 2388, 2089, 1433, 10201, 1442],
[235, 663, 1449, 3162, 2928, 1928, 1668, 1174, 9383, 1161],
[244, 682, 1495, 3266, 3003, 1974, 1707, 1201, 9680, 1190],
[244, 681, 1491, 3257, 3003, 1974, 1708, 1201, 9673, 1194],
[242, 680, 1488, 3251, 2995, 1967, 1702, 1197, 9650, 1186],
[243, 681, 1490, 3255, 3000, 1971, 1707, 1200, 9662, 1194],
[244, 682, 1492, 3257, 3004, 1974, 1709, 1202, 9674, 1200],
[244, 683, 1493, 3260, 3003, 1974, 1709, 1204, 9676, 1201],
[245, 683, 1493, 3262, 3005, 1975, 1710, 1205, 9681, 1206],
[245, 682, 1492, 3259, 3004, 1975, 1709, 1204, 9680, 1206],
[245, 683, 1492, 3261, 3005, 1976, 1711, 1205, 9685, 1210],
[245, 683, 1493, 3262, 3003, 1975, 1710, 1204, 9682, 1208],
[245, 683, 1493, 3261, 3003, 1975, 1710, 1205, 9672, 1208],
[245, 683, 1493, 3260, 3002, 1974, 1709, 1204, 9674, 1208],
[245, 683, 1493, 3261, 3003, 1973, 1709, 1204, 9674, 1208],
[245, 682, 1493, 3259, 3004, 1974, 1710, 1203, 9675, 1210],
[245, 683, 1494, 3262, 3005, 1977, 1712, 1206, 9681, 1211],
[245, 684, 1493, 3261, 3004, 1976, 1710, 1205, 9678, 1208],
[245, 683, 1493, 3262, 3004, 1975, 1710, 1206, 9683, 1210],
[245, 683, 1494, 3263, 3006, 1977, 1711, 1206, 9684, 1210],
[245, 683, 1494, 3264, 3004, 1977, 1711, 1205, 9683, 1212],
[245, 683, 1493, 3263, 3007, 1978, 1712, 1206, 9692, 1212],
[246, 684, 1494, 3264, 3005, 1976, 1711, 1205, 9682, 1212],
[245, 684, 1494, 3262, 3005, 1978, 1711, 1205, 9686, 1213],
[245, 683, 1494, 3263, 3005, 1976, 1711, 1205, 9683, 1212],
[245, 683, 1494, 3261, 3004, 1975, 1710, 1205, 9681, 1212],
[245, 683, 1494, 3262, 3004, 1975, 1710, 1205, 9682, 1212],
[245, 683, 1494, 3262, 3006, 1977, 1711, 1205, 9679, 1212],
[245, 683, 1494, 3262, 3007, 1976, 1711, 1206, 9688, 1214],
[245, 683, 1493, 3262, 3005, 1975, 1712, 1206, 9682, 1211],
[245, 683, 1494, 3261, 3004, 1977, 1712, 1205, 9686, 1212],
[245, 683, 1494, 3263, 3007, 1977, 1712, 1206, 9686, 1212],
[245, 683, 1493, 3263, 3005, 1976, 1711, 1205, 9684, 1214],
[245, 684, 1494, 3263, 3005, 1976, 1712, 1205, 9684, 1212],
[245, 683, 1494, 3264, 3005, 1977, 1711, 1205, 9683, 1212],
[245, 683, 1493, 3262, 3005, 1976, 1711, 1205, 9676, 1212],
[245, 683, 1493, 3260, 3004, 1975, 1711, 1205, 9680, 1210],
[245, 684, 1494, 3261, 3005, 1977, 1712, 1206, 9682, 1211],
[245, 683, 1493, 3261, 3005, 1976, 1711, 1205, 9678, 1211],
[245, 683, 1494, 3263, 3004, 1975, 1710, 1205, 9681, 1210],
[245, 683, 1493, 3260, 3002, 1974, 1710, 1205, 9674, 1210],
[245, 683, 1493, 3262, 3005, 1975, 1710, 1205, 9678, 1208],
[245, 683, 1494, 3259, 3003, 1976, 1710, 1205, 9677, 1208],
[245, 683, 1493, 3260, 3003, 1975, 1710, 1205, 9681, 1207],
[241, 678, 1485, 3248, 2991, 1964, 1698, 1192, 9638, 1182],
[240, 677, 1483, 3241, 2987, 1962, 1698, 1191, 9629, 1172],
[240, 677, 1482, 3243, 2989, 1962, 1696, 1191, 9628, 1170],
[239, 675, 1479, 3236, 2982, 1957, 1692, 1186, 9605, 1156],
[235, 670, 1471, 3223, 2972, 1948, 1683, 1175, 9573, 1125],
[235, 669, 1471, 3222, 2971, 1946, 1682, 1172, 9566, 1122],
[235, 668, 1469, 3218, 2967, 1944, 1681, 1171, 9557, 1118],
[236, 671, 1473, 3226, 2974, 1950, 1685, 1177, 9581, 1129],
[236, 669, 1472, 3224, 2970, 1947, 1682, 1175, 9567, 1124],
[235, 669, 1473, 3221, 2971, 1948, 1685, 1175, 9573, 1124],
[238, 673, 1478, 3235, 2982, 1956, 1693, 1184, 9619, 1160],
[238, 673, 1478, 3235, 2982, 1956, 1691, 1184, 9616, 1158],
[236, 670, 1472, 3224, 2976, 1951, 1685, 1177, 9590, 1139],
[236, 670, 1474, 3227, 2976, 1950, 1686, 1178, 9591, 1142],
[236, 670, 1474, 3226, 2974, 1949, 1685, 1177, 9583, 1143],
[236, 671, 1473, 3227, 2973, 1950, 1686, 1177, 9586, 1141],
[237, 671, 1474, 3226, 2973, 1951, 1686, 1178, 9586, 1144],
